example1t_elapsed,example1wormlength,example2t_elapsed,example2wormlength,example3t_elapsed,example3wormlength,example4t_elapsed,example4wormlength
995.845117461681,318.142176361084,511.842647854487,192.272613143921,1931.35157769124,431.878896331787,1333.28304095666,363.4536277771
1031.84550622702,335.915993499756,520.375866707166,263.446450653076,1952.65134946108,437.297444915771,1343.91715713342,346.975495605469
1055.97833420436,292.090018844604,528.908633824189,263.636201705933,1984.71820963224,418.070764160156,1354.51729578972,371.005577087402
1067.97828182379,322.83431350708,537.442959662278,214.280496368408,1995.65122971535,451.13816986084,1365.21720685959,362.426262817383
1073.94529432456,325.883835983276,554.509398849805,272.562404937744,2006.28451192379,440.157216339111,1375.85010524988,348.428359222412
1079.9787770311,285.454293136597,563.042674505711,272.29408493042,2027.65146683057,449.920992736816,1386.65024298429,387.215307769775
1133.84532878002,342.283358459473,588.642373085022,267.412155990601,2038.2516041398,451.485079193115,1397.21706631581,408.385536346436
1157.8452233235,357.275993499756,597.176148013274,261.23454208374,2049.05146023432,447.977444915771,1407.9502947847,388.96908416748
1674.41175597509,458.847175598145,614.242131940524,260.39692817688,2059.61800593535,443.285307769775,1418.55043363571,404.072901306152
1680.34553830624,466.399124908447,639.842376430829,268.328359222412,2070.35150883992,454.691719207764,1429.21730881929,401.939582061768
2089.16235569715,567.512215576172,648.375659974416,256.542384567261,2102.3843399485,470.364850616455,1439.95043272972,422.193668518066
2095.22907476425,564.194393463135,656.909433646997,259.402155990601,2134.51812179883,476.810804901123,1450.58371493816,407.279582061768
2173.37855137587,567.669353485107,665.442100536823,264.284064559936,2155.95115559101,460.601033477783,1461.21689031919,405.525724182129
2203.47894612551,604.702444152832,674.008644588788,271.835973129272,2166.65133398374,474.029582061768,1471.95706050793,413.077632751465
2287.59488638242,665.765575561523,682.509196956952,265.658379592896,2177.21788785458,457.819810638428,1482.61635184685,426.34908416748
2335.59577981631,649.902713470459,699.576186462243,263.636201705933,2187.91808286905,485.815536346436,1493.21629965703,395.4936277771
2341.6957296292,661.531570587158,708.109406546752,247.236679229736,2209.18481874069,499.545038452148,1514.54994438489,390.991262054443
2347.59572283824,658.861570587158,725.175942373276,277.444333877563,2241.18494455417,500.762256317139,1525.21707216899,414.641719207764
2353.72891054153,640.629662017822,733.709160212676,307.19385635376,2273.58469129403,482.229353485107,1535.88220333656,432.795038452148
2377.94426208735,676.367026977539,742.242377785842,292.737902069092,2294.78479617437,493.635764923096,1557.21695731878,426.617485656738
2378.04728526274,660.347026977539,750.808911104997,257.916679229736,2369.4844933033,501.756987762451,1567.89049413999,464.645307769775
2383.87804676692,655.543707733154,759.309451131026,323.750496368408,2390.88452241818,518.424850616455,1642.55070603689,438.135038452148
2389.9447630326,666.191033477783,767.842687483629,315.472176361084,2412.68457450469,533.260307006836,1653.28337834676,458.847216339111
2401.87824063698,708.832444152832,776.375908549627,304.713607406616,2423.31802342335,530.400576324463,1663.9829099377,447.251033477783
2413.87874201934,674.659124908447,784.908572375774,277.634064559937,2434.08484812578,525.250307006836,1674.51680290302,445.340078430176
2528.44569091797,724.806569824219,801.975949939092,348.807902069092,2465.98475137552,545.393170623779,1685.18384846449,455.339622802734
2546.34562882582,723.700615539551,827.957624749343,325.235993499756,2487.45109994809,551.38107421875,1695.88320524693,451.37385635376
2552.34532779853,725.074889831543,853.423565018177,263.446450653076,2498.04968421857,552.866530609131,1706.65049841404,506.907216339111
2558.3455780983,714.473438415527,870.489999711514,349.91385635376,2530.55156858762,586.660347747803,1717.18325744867,471.091262054443
2570.34496830304,720.919392700195,879.023322447141,314.745724182129,2541.1847668767,572.204393463135,1727.95002673467,510.872942047119
2588.34571844737,787.13283416748,906.269373269876,241.818089904785,2551.85136666298,592.190119171143,1738.51662729184,502.05794128418
2594.4789011399,698.263666992187,923.301965606213,329.01192741394,2562.51813183228,593.106302032471,1749.31508117517,504.996261291504
2600.34566532771,716.685346984863,931.801869793733,259.402155990601,2573.28439905643,591.810576324463,1759.88303065697,494.774352722168
2606.34536274274,714.741839904785,949.002223261197,305.898130645752,2583.9847558856,603.675079193115,1770.58322051366,516.212901306152
2612.34561166763,714.473438415527,957.470476293564,352.852176361084,2594.55113399426,608.399890594482,1781.28303039869,507.934581298828
2624.37823548714,701.123438415527,965.935398904483,341.524333877563,2615.88477625847,602.032484893799,1791.94990305503,528.188667755127
2630.84596436421,690.443438415527,974.468617447217,325.772653884888,2626.5845779856,597.150535583496,1802.58308274349,532.501262054443
2636.87834175428,717.9483984375,991.569036845366,318.521719207764,2637.18482624292,605.998210601807,1813.31658612887,529.484393463135
2642.94229222933,715.579392700195,1000.13667347431,333.625495605469,2647.88462740183,610.421986999512,1823.95060014327,526.055307769775
2648.84560792844,678.277982025146,1008.70209815105,353.231678466797,2658.6514506499,616.599662017822,1834.55001029968,542.834393463135
2654.91177169482,692.733895568848,1017.26974183321,337.859582061768,2669.71799630324,604.244393463135,1845.31645716031,540.131719207764
2660.97904433012,693.002215576172,1025.66924107869,347.24385635376,2680.38487402201,603.328210601807,1855.98305160602,545.582942047119
2672.97898869117,664.738210601807,1034.33627895117,374.401947784424,2691.15134665966,616.867982025146,1866.54821520646,542.644622039795
2678.84519902865,690.364889831543,1042.7356779178,340.529541320801,2701.85149825017,657.297484130859,1877.31642411947,545.046302032471
2720.97877397537,692.923666992187,1051.3027714928,362.995536346436,2712.41811163823,630.597484130859,1887.98319820166,559.960347747803
2726.8787668546,697.268935546875,1059.86878281037,381.685536346436,2723.11795651913,645.432981262207,1898.6506272316,514.380535583496
2732.84523288806,721.187712707519,1068.36930759748,334.999831008911,2733.78455681006,628.274393463135,1909.31629418135,567.322484893799
2847.47867126067,772.028935546875,1076.93584535122,365.55431350708,2744.51795150836,642.003895568848,1919.9495771567,579.67771270752
2853.44510455926,767.984661254883,1085.46906204621,378.367673492432,2755.05156878233,633.424581298828,1930.88402816455,580.404164886475
2859.37878119151,789.913975524902,1094.03559566736,390.421988525391,2765.71805665493,641.624393463135,1941.51643585364,607.104164886475
2865.34527188937,779.960386962891,1102.4689642628,381.384582824707,2776.41797118584,638.417753448486,1962.88395642042,582.236489868164
2871.34555404584,788.317255554199,1111.00218631029,382.032404937744,2787.08473690351,646.506302032471,1973.45004851023,608.936530609131
2901.91173102061,791.746341247559,1119.6359079202,392.902176361084,2798.28465331793,656.728210601807,1984.14986383915,601.384581298828
2907.87818859021,782.329392700195,1128.06917314927,369.978130645752,2808.98473569552,666.714432678223,1994.81701342265,609.126302032471
2913.84523376624,825.317712707519,1136.63571950197,351.209541320801,2819.71796528896,647.265346984863,2005.54958899021,629.190576324463
2919.87874312798,828.746798400879,1145.26952774922,370.167902069092,2830.28450849056,657.297524871826,2016.18314536413,640.976530609131
2925.91225307385,814.480615539551,1153.668930463,366.581678466797,2840.95138485829,674.770347747803,2026.88295853138,667.329621276856
2937.87847096523,797.354661254883,1162.23602031469,409.759810638428,2851.71809531053,664.659662017822,2037.48319670359,629.380347747803
2955.87855505546,811.620844116211,1179.5357592384,390.153587036133,2862.38469432592,679.842027740478,2048.11637906631,615.114124145508
2967.91123664379,786.484889831543,1188.13727940718,384.355495605469,2873.01789298058,676.524124145508,2058.84960432847,653.868439178467
2991.87892357508,815.017337036133,1196.73768326044,416.964809875488,2883.68446733554,683.048708496094,2069.7498619477,620.990804901123
3010.41147034963,789.043666992187,1205.13597129981,403.235307769775,2905.05142578681,693.650159912109,2080.3831398805,651.388210601807
3016.44498213132,826.456341247559,1213.70251977046,405.447216339111,2915.6180579861,700.096032714844,2091.11654682159,620.833666992187
3028.34520935615,810.593438415527,1222.33576978445,384.623897094727,2926.25153104067,688.578479919434,2101.81645605961,654.437753448486
3034.37860481342,858.273977050781,1230.73572497765,420.629582061768,2937.75128539006,698.564661254883,2112.383839492,652.795118408203
3058.34537323713,827.640925598144,1239.40220943689,401.939541320801,2948.48467885256,704.251529846191,2123.0501546224,612.823666992187
3064.47913423777,861.055118408203,1247.90211110115,441.910992736816,3001.78441442251,678.009621276855,2133.78387013276,695.246798400879
3088.34546437263,846.710386962891,1256.40265027682,368.7936277771,3012.48449507157,700.933748474121,2144.41656151215,690.901529846191
3094.41165285508,831.416879882813,1273.40247198343,345.948130645752,3023.18468634288,701.123438415527,2155.11643583775,663.363936309814
3100.37869658868,802.616112670898,1282.06950883468,440.235764923096,3044.38507223527,692.89107421875,2165.84987798532,679.11561630249
3106.34518694878,826.803209838867,1290.46946572463,362.615993499756,3055.1512635986,686.903211364746,2176.38347718318,676.25584487915
3112.34483398596,857.279164123535,1299.06941625675,442.447714233398,3066.61794165373,661.610078430176,2198.08320026398,725.644204101563
3118.34555370013,877.533209838867,1307.90247197946,444.280079956055,3087.85136176745,666.145118408203,2240.64998766581,654.627484130859
3124.44497359991,824.054661254883,1316.36850892305,414.909998474121,3098.55155295531,689.494581298828,2251.31730693579,678.690199127197
3131.0954962333,816.044742736816,1324.86841080189,392.63385635376,3109.31798652808,665.196302032471,2262.11634031932,705.200386962891
3143.16140497526,887.028706970215,1333.43558418751,449.083399200439,3119.85160375436,699.938935546875,2272.68287920952,725.676878356934
3149.19546978871,828.58970123291,1341.96992623806,455.719124908447,3130.61776047548,663.363936309814,2294.11647074223,674.724473419189
3155.12872467041,823.217108459473,1359.00304777225,438.403399200439,3194.61813151042,681.78561630249,2304.68396070004,676.177296295166
3167.12854067485,864.183209838867,1367.66898194154,473.682713470459,3227.41793577671,719.165575561523,2315.31629845301,681.896798400879
3173.0955840826,902.512066955566,1384.70274537007,455.90885559082,3248.65107865731,711.266798400879,2326.08340391318,653.220576324463
3185.16149143775,946.527792663574,1435.93713575602,476.542484893799,3259.39069135984,715.579392700195,2336.98315764268,700.586879882812
3191.19556227128,963.195655517578,1444.70301614205,477.537216339111,3270.05134999355,706.273666992187,2347.58306775093,718.628935546875
3197.22851316929,852.318706970215,1453.23631937106,467.963170623779,3280.71822624604,734.53771270752,2358.28379892906,699.827712707519
3209.16186231375,934.709164123535,1461.7367815733,492.451262054443,3291.3847154816,712.719621276855,2369.04969724814,727.175575561523
3215.22860553265,854.563289794922,1470.2355727156,504.616718444824,3377.58473093907,729.577337036133,2379.64994701544,714.394889831543
3221.22832531929,887.598021240234,1478.73602990707,471.92885559082,3388.11798464457,698.073895568848,2390.25063573917,687.963209838867
3227.12835338513,880.203291320801,1487.30263123512,496.416987762451,3409.58461231788,741.363209838867,2401.01690855424,733.922524108887
3239.1953690966,824.623975524902,1495.93638503154,494.663170623779,3420.15153967142,736.324204101562,2411.64980198145,693.303209838867
3245.09526815017,899.495198364258,1512.90231767495,506.82862701416,3430.78471491337,724.158706970215,2422.38303458293,738.156569824219
3251.22786130905,903.696569824219,1529.93609345754,501.48862701416,3441.51822218895,768.252981262207,2454.31709292332,737.397484130859
3257.84571252664,856.317106933594,1538.60257513523,517.966759185791,3452.21802694003,760.400159912109,2465.21661947171,743.575118408203
3263.84487752517,880.962295532227,1555.53575087388,522.312027740478,3462.85131152868,757.003666992188,2475.85007235607,739.766489868164
3269.8451500694,921.928478393555,1564.13620502949,503.51084564209,3474.58443885247,787.021611328125,2486.51639558474,750.132295532227
3275.91244319677,853.581758422852,1572.97430603504,486.116489868164,3485.18496282101,762.723291320801,2497.31642305056,729.956798400879
3287.94567803144,902.433518371582,1573.08035888672,485.926718444824,3517.1845811526,780.418478393555,2507.88307961623,743.686341247559
3293.94524569511,858.385199890137,1581.43534091711,496.14862701416,3527.95136294365,765.851301269531,2518.58317643801,770.811839904785
3299.87902702491,921.882604064941,1590.00242946943,495.199851379395,3549.3180438598,788.317255554199,2529.24976286093,792.472752685547
3317.87819368839,890.994514160156,1598.50233331124,518.346302032471,3570.65140929222,780.117484130859,2539.88298377991,795.600844116211
3323.84523746173,916.555804138184,1607.07008036772,537.304622039795,3591.88455167611,775.883438415527,2550.61644603014,797.734204101562
3347.84560732842,911.438249816895,1615.53557519118,523.954622039795,3613.184879601,795.522295532227,2561.18334760269,805.554432678223
3353.84532869657,932.798249816895,1624.16927387714,552.945079193115,3623.88479304314,807.275657043457,2571.98313038747,785.725804138184
3359.97853471041,852.508478393555,1641.1358125329,550.464850616455,3634.51796873411,791.824889831543,2582.58310120503,806.817484130859
3365.87911345164,963.464057006836,1649.66852703492,548.174393463135,NaN,NaN,2593.24986756245,821.764204101562
3371.87883628607,938.674889831543,1658.26948786179,547.984622039795,NaN,NaN,2604.41674831708,815.475346984863
3377.91162919998,999.548249816895,1666.8027064244,535.930307006836,NaN,NaN,2615.1498691678,811.319931335449
3384.72884620428,903.618021240234,1675.30316243569,516.023170623779,NaN,NaN,2625.71652358373,882.258102722168
3390.62942395608,887.218559875488,1683.83647822936,562.977257080078,NaN,NaN,2636.48351699909,839.237026977539
3396.6618260026,861.545884094238,1692.36969649792,612.902256317139,NaN,NaN,2647.08320718209,837.404661254883
3408.66237861315,887.251152648926,1701.00563805898,570.071033477783,NaN,NaN,2657.84964370728,827.594969787598
3414.72800883452,899.46260559082,1709.66878521442,588.525346984863,NaN,NaN,2668.3832602342,852.397337036133
3420.72883105278,975.282604064941,1718.23537888527,571.556489868164,NaN,NaN,2679.14997418324,811.810615539551
3432.59517304897,918.231072692871,1726.86913751364,573.388937072754,NaN,NaN,2711.18298050563,879.666651306152
3444.62840327024,901.026651306152,1735.40402113597,571.936073455811,NaN,NaN,2721.84979153077,832.601382751465
3450.59544868072,860.407337036133,1743.87061105967,594.670347747803,NaN,NaN,2732.94972039859,821.84283416748
3456.62895817359,850.754661254883,1752.36940060854,618.968667755127,NaN,NaN,2743.58328311841,839.727792663574
3462.62865134478,854.753061218262,1761.00321900845,576.327257080078,NaN,NaN,2754.38331321081,864.104661254883
3480.72846936385,879.50947265625,1769.47036345005,607.215346984863,NaN,NaN,2764.94996857246,848.653975524902
3492.72902025382,827.529702758789,1778.07021501064,617.973895568848,NaN,NaN,2775.64977335533,860.02771270752
3498.66227802038,882.258021240234,1786.60232517322,607.830576324463,NaN,NaN,2786.24974117279,863.456798400879
3504.66252545516,897.81992980957,1795.06895055374,593.485804138184,NaN,NaN,2796.91650912364,880.235884094238
3517.44554541111,942.215198364258,1803.63665090402,626.900119171143,NaN,NaN,2807.64974096616,874.516341247559
3529.47877847354,927.000239868164,1812.20263198217,615.303895568848,NaN,NaN,2839.5832464695,862.998706970215
3541.47877373695,872.494285583496,1820.60203378598,614.466302032471,NaN,NaN,2850.2831608057,841.93970123291
3547.3455670476,913.381838378906,1829.13580842813,602.601799163818,NaN,NaN,2872.2500712196,889.397794189453
3553.44491780599,924.33015838623,1837.73575355609,614.544850616455,NaN,NaN,2882.84997517665,925.972752685547
3565.47914474408,882.905884094238,1846.86975876093,641.735575561523,NaN,NaN,2893.44990003506,884.437337036133
3577.41156961521,899.115736999512,1855.40297773282,653.789849853516,NaN,NaN,2904.18337893883,899.730844116211
3589.47858364979,880.471611328125,1863.80293491681,650.092484893799,NaN,NaN,2914.88321583668,854.799017028809
3619.3784257253,913.192066955566,1872.47005021572,629.759849853516,NaN,NaN,2936.11663709482,946.44924407959
3625.47894979715,917.26901550293,1880.86890865167,610.422027740478,NaN,NaN,2946.84986748298,893.742981262207
3644.12879054944,912.164661254883,1889.43599770466,643.947484130859,NaN,NaN,2957.549675107,897.820011291504
3650.16169038614,974.176649780273,1897.93645891349,633.725575561523,NaN,NaN,2968.18379089832,904.913746948242
3680.12983800173,958.045426940918,1906.57018221219,672.558439178467,NaN,NaN,2978.85000504653,961.821381225586
3692.22879976432,897.361838378906,1915.03630558252,622.207982025147,NaN,NaN,2989.45052746534,888.245884094238
3698.2307346185,943.77924407959,1923.60284441312,679.383936309814,NaN,NaN,3000.74973065853,898.546341247559
3704.12909954786,901.517335510254,1932.20380453666,640.32862701416,NaN,NaN,3011.38329114517,915.102981262207
3710.12882146438,914.756112670898,1940.70259826581,686.320615539551,NaN,NaN,3022.01646658182,898.278102722168
NaN,NaN,1949.20255185763,674.960159912109,NaN,NaN,3032.68306535482,917.805736999512
NaN,NaN,1957.70305565993,694.756032714844,NaN,NaN,3043.31652147373,898.19947265625
NaN,NaN,1966.20240151087,665.687026977539,NaN,NaN,3054.11638067166,882.146798400879
NaN,NaN,1975.30309025844,685.103438415527,NaN,NaN,3075.38395249446,893.775655517578
NaN,NaN,1983.83521476587,682.433438415527,NaN,NaN,3096.74980309804,888.357106933594
NaN,NaN,1992.33575524886,693.303209838867,NaN,NaN,3117.98322373231,938.328102722168
NaN,NaN,2001.00223419666,684.835118408203,NaN,NaN,3128.78391620715,999.201381225586
NaN,NaN,2009.53545611302,701.882524108887,NaN,NaN,3140.14974889358,987.493975524902
NaN,NaN,2018.06922977765,673.238935546875,NaN,NaN,3161.54947843154,976.00901550293
NaN,NaN,2026.46926248471,707.536718444824,NaN,NaN,3172.18331853549,1056.10901550293
NaN,NaN,2035.06857860486,700.397026977539,NaN,NaN,3182.81705353657,994.398021240234
NaN,NaN,2043.56903848251,708.753895568848,NaN,NaN,3193.45061761141,906.39924407959
NaN,NaN,2052.10336720943,686.556261291504,NaN,NaN,3225.55044564406,917.916878356934
NaN,NaN,2060.60271433989,721.567255554199,NaN,NaN,3257.54985920986,949.276341247559
NaN,NaN,2069.13603698015,712.150307006836,NaN,NaN,3269.05044882695,937.032295532226
NaN,NaN,2077.66925303539,723.779164123535,NaN,NaN,3279.71639098724,961.173518371582
NaN,NaN,2086.33628482024,761.918249816895,NaN,NaN,3290.34995453358,977.998478393555
NaN,NaN,2094.73624126514,722.025428466797,NaN,NaN,3301.05032199224,976.054971313477
NaN,NaN,2103.4027941227,733.811382751465,NaN,NaN,3322.24987989267,920.207416992188
NaN,NaN,2112.4035629789,703.145575561523,NaN,NaN,3332.95062747399,931.613746948242
NaN,NaN,2120.90291006962,726.985885620117,NaN,NaN,3343.64988609155,1048.74687835693
NaN,NaN,2129.40281013648,700.855118408203,NaN,NaN,3375.64958447615,956.828249816895
NaN,NaN,2137.93549769322,697.995346984863,NaN,NaN,3451.18333062728,1008.66420410156
NaN,NaN,2146.4693446517,699.291072692871,NaN,NaN,3483.05049525499,994.777564086914
NaN,NaN,2155.03587969939,717.221986999512,NaN,NaN,3515.08295168479,920.933746948242
NaN,NaN,2163.53578350544,724.204581298828,NaN,NaN,3601.21656426191,1045.42901550293
NaN,NaN,2172.10231742462,722.450764160156,NaN,NaN,3633.2165349404,965.819781188965
NaN,NaN,2180.66894472837,702.039702758789,NaN,NaN,3687.44983702898,962.816112670898
NaN,NaN,2189.20272341569,740.525657043457,NaN,NaN,3740.65046323935,1008.31733551025
NaN,NaN,2197.66931246519,697.805575561523,NaN,NaN,3890.11644301414,959.230011291504
NaN,NaN,2206.20252941052,719.165657043457,NaN,NaN,3943.44977988005,934.015426940918
NaN,NaN,2214.73575238784,691.850386962891,NaN,NaN,3985.98297556241,971.964741210938
NaN,NaN,2223.40232643684,712.071758422852,NaN,NaN,4071.31700218519,1010.11702697754
NaN,NaN,2240.36992877722,695.246798400879,NaN,NaN,4263.46346019904,991.728021240234
NaN,NaN,2249.53669164975,730.604661254883,NaN,NaN,4327.38388438622,992.676878356934
NaN,NaN,2258.07000709375,723.131301269531,NaN,NaN,NaN,NaN
NaN,NaN,2266.53548326492,750.668935546875,NaN,NaN,NaN,NaN
NaN,NaN,2275.00262728135,730.225118408203,NaN,NaN,NaN,NaN
NaN,NaN,2283.53584836324,742.011072692871,NaN,NaN,NaN,NaN
NaN,NaN,2292.16905758381,756.925118408203,NaN,NaN,NaN,NaN
NaN,NaN,2300.73730744918,746.434889831543,NaN,NaN,NaN,NaN
NaN,NaN,2309.13560707967,736.291611328125,NaN,NaN,NaN,NaN
NaN,NaN,2317.70269791285,764.555575561523,NaN,NaN,NaN,NaN
NaN,NaN,2326.33585801919,754.255118408203,NaN,NaN,NaN,NaN
NaN,NaN,2334.76922520399,773.056341247559,NaN,NaN,NaN,NaN
NaN,NaN,2351.80179763635,776.374204101562,NaN,NaN,NaN,NaN
NaN,NaN,2360.33556894064,785.378935546875,NaN,NaN,NaN,NaN
NaN,NaN,2368.93377316395,808.492752685547,NaN,NaN,NaN,NaN
NaN,NaN,2386.76986927986,786.563438415527,NaN,NaN,NaN,NaN
NaN,NaN,2395.2686600407,805.063666992187,NaN,NaN,NaN,NaN
NaN,NaN,2412.4023827672,773.972524108887,NaN,NaN,NaN,NaN
NaN,NaN,2420.90228538116,804.415804138184,NaN,NaN,NaN,NaN
NaN,NaN,2429.47048896551,812.347255554199,NaN,NaN,NaN,NaN
NaN,NaN,2446.60364542802,831.148478393555,NaN,NaN,NaN,NaN
NaN,NaN,2455.06969503562,813.296112670898,NaN,NaN,NaN,NaN
NaN,NaN,2463.60291283131,875.812066955566,NaN,NaN,NaN,NaN
NaN,NaN,2472.20443076293,831.338249816895,NaN,NaN,NaN,NaN
NaN,NaN,2480.73709331353,853.993975524902,NaN,NaN,NaN,NaN
NaN,NaN,2489.23598339558,864.516878356934,NaN,NaN,NaN,NaN
NaN,NaN,2497.80307448705,882.290695495605,NaN,NaN,NaN,NaN
NaN,NaN,2506.20247694651,852.80947265625,NaN,NaN,NaN,NaN
NaN,NaN,2515.53525981903,845.224889831543,NaN,NaN,NaN,NaN
NaN,NaN,2524.16963061492,872.651301269531,NaN,NaN,NaN,NaN
NaN,NaN,2532.60179566145,798.539164123535,NaN,NaN,NaN,NaN
NaN,NaN,2541.27105189562,851.40260559082,NaN,NaN,NaN,NaN
NaN,NaN,2549.77040290038,890.078249816895,NaN,NaN,NaN,NaN
NaN,NaN,2558.23537271818,871.656569824219,NaN,NaN,NaN,NaN
NaN,NaN,2566.73588190079,901.406194152832,NaN,NaN,NaN,NaN
NaN,NaN,2575.37015833457,888.861072692871,NaN,NaN,NaN,NaN
NaN,NaN,2583.870061481,903.205804138184,NaN,NaN,NaN,NaN
NaN,NaN,2592.40272310972,874.437792663574,NaN,NaN,NaN,NaN
NaN,NaN,2600.90216954947,870.282295532226,NaN,NaN,NaN,NaN
NaN,NaN,2609.53699587186,867.501072692871,NaN,NaN,NaN,NaN
NaN,NaN,2617.96971458197,914.265346984863,NaN,NaN,NaN,NaN
NaN,NaN,2626.53569502433,913.192066955566,NaN,NaN,NaN,NaN
NaN,NaN,2635.13668796221,919.55947265625,NaN,NaN,NaN,NaN
NaN,NaN,2652.9028015852,926.921609802246,NaN,NaN,NaN,NaN
NaN,NaN,2661.53541179101,925.056569824219,NaN,NaN,NaN,NaN
NaN,NaN,2678.6025019606,917.694432678223,NaN,NaN,NaN,NaN
NaN,NaN,2687.00245732864,925.514661254883,NaN,NaN,NaN,NaN
NaN,NaN,2695.56954503457,973.227792663574,NaN,NaN,NaN,NaN
NaN,NaN,2712.60219254096,897.865804138184,NaN,NaN,NaN,NaN
NaN,NaN,2729.76915395657,973.574661254883,NaN,NaN,NaN,NaN
NaN,NaN,2763.90323191086,936.731382751465,NaN,NaN,NaN,NaN
NaN,NaN,2772.36926274697,953.621609802246,NaN,NaN,NaN,NaN
NaN,NaN,2781.66873275439,920.933828430176,NaN,NaN,NaN,NaN
NaN,NaN,2798.73526674509,938.786112670898,NaN,NaN,NaN,NaN
NaN,NaN,2807.26904242039,947.142981262207,NaN,NaN,NaN,NaN
NaN,NaN,2815.87000399431,962.973291320801,NaN,NaN,NaN,NaN
NaN,NaN,2824.36941007376,952.168868408203,NaN,NaN,NaN,NaN
NaN,NaN,2841.40256880124,976.166194152832,NaN,NaN,NaN,NaN
NaN,NaN,2849.93579036792,969.831381225586,NaN,NaN,NaN,NaN
NaN,NaN,2858.50232175589,920.174661254883,NaN,NaN,NaN,NaN
NaN,NaN,2867.06952839692,990.622066955566,NaN,NaN,NaN,NaN
NaN,NaN,2875.56940567493,947.064432678223,NaN,NaN,NaN,NaN
