t_elapsed,wormlength
1320.2286012888,335.189582061768
1326.12859818141,349.72408493042
1332.09561434984,339.613378829956
1338.09530947606,335.457902069092
1344.1282399257,344.842176361084
1350.09525677363,343.657632751465
1356.16197263797,367.229541320801
1362.1616694967,341.255993499756
1368.22838555177,335.268130645752
1374.22863543828,343.278130645752
1380.09540082216,327.258130645752
1386.22858100732,349.72408493042
1392.19504515727,330.196450653076
1398.19529645046,386.646034240723
1404.16175625324,329.090516738892
1410.12821999788,342.172176361084
1416.22872391939,326.72147026062
1422.09548741579,336.56385635376
1428.09518338442,335.726222076416
1434.09543440739,337.21169883728
1446.09593300422,335.915993499756
1452.09507650137,370.547444915771
1464.09557682276,357.92385635376
1470.16118530432,358.761490631104
1476.16143660545,328.553835983276
1482.09466688633,340.797881698608
1488.0954684178,324.319790267944
1494.12895308336,332.218587799072
1500.09541674058,330.765744552612
1506.12834560076,354.147902069092
1512.09536333879,356.170039215088
1518.22799063126,352.852176361084
1524.0953103741,368.335536346436
1530.22904472748,364.749312744141
1536.12849109968,302.122155990601
1542.22843784889,366.581678466797
1548.12788081566,396.867902069092
1554.1286843737,393.739810638428
1560.16161675453,395.683358459473
1566.22833102942,397.247404174805
1572.12888031403,411.703358459473
1578.19504476786,382.870039215088
1584.12882800897,415.099810638428
1590.09529412985,401.101947784424
1596.19523901145,404.419810638428
1602.09523710807,400.565307769775
1608.09548796415,428.181449890137
1614.09518534342,400.375536346436
1620.12866822084,403.883170623779
1626.19482826392,393.929582061768
1632.09482520421,405.715536346436
1638.37866470019,427.455038452148
1644.47861665885,382.333358459473
1650.34537827969,415.021262054443
1656.44532842239,427.265267028809
1662.37856003046,439.777673492432
1668.41148887873,438.403399200439
1674.37850906452,433.521449890137
1680.34552067518,426.617444915772
1686.34521823327,425.432901306152
1692.44516789913,423.600535583496
1698.34516696135,441.911033477783
1704.37809357246,444.659582061768
1710.41213117838,462.623129882812
1716.44506326914,450.267902069092
1722.44531079531,394.387632751465
1728.34530953169,457.283129882812
1734.37823633353,442.637404174805
1740.41171898047,436.760804901123
1746.44520366987,447.709124908447
1752.34520131747,420.550992736816
1758.63845748901,453.696947021484
1764.66197400888,443.933170623779
1770.72868586381,455.71908416748
1776.59545086622,455.339582061768
1782.62837948402,433.711221313477
1788.62807640235,454.423358459473
1794.59509236813,452.512444152832
1800.6280233105,435.654809875488
1806.62882689238,475.704809875488
1812.62852244377,524.982027740479
1818.72847172817,472.766489868164
1824.59523713589,480.586759185791
1830.69518476725,434.705993499756
1836.62841510773,450.726034240723
1842.5954308788,454.802901306152
1848.66214691003,478.564622039795
1854.69507782857,479.290992736816
1860.72856276433,472.3083984375
1866.59477000237,492.941986999512
1872.7285079519,473.872484893799
1878.66173582872,493.85816986084
1884.84532298247,476.620992736816
1890.84557213386,499.466489868164
1896.84526943763,482.419124908447
1902.94522078435,484.362672729492
1908.97870625655,457.014850616455
1914.87869913578,477.07908416748
1920.845162642,473.682672729492
1926.84541199207,485.736987762451
1932.91157671611,484.742256317139
1938.94561149279,464.298439178467
1944.84505803982,462.623170623779
1950.91177259684,456.098667755127
1956.84555458625,479.480764160156
1968.84550147851,484.172942047119
1974.97813043992,473.335804138184
1980.84544827938,488.060119171143
1986.84514393012,468.342672729492
1992.84539258877,478.944124145508
1998.94479006926,479.67061706543
2004.97882509629,484.931986999512
2011.09539340734,493.020576324463
2017.22913558483,502.784352722168
2023.19503945112,525.708439178467
2029.19529040257,498.740119171143
2035.19498598178,508.850804901123
2041.19523541133,513.274622039795
2047.09467813571,529.294581298828
2053.12871704896,513.274581298828
2059.12841471831,535.092713470459
2065.22780768474,534.824393463135
2071.2286111633,534.713170623779
2077.22886293332,571.824850616455
2083.22855981191,545.046302032471
2089.09532168706,550.386261291504
2095.19527374109,552.598210601807
2101.22875626882,526.624581298828
2107.09551788966,554.352027740479
2113.16223728657,537.841262054443
2119.19516301155,530.099622802734
2125.09571388165,519.262444152832
2131.16187828382,527.809124908447
2137.34490847588,565.37885559082
2143.34571256638,583.879124908447
2149.41187427044,586.470576324463
2155.37889229059,572.773707733154
2161.41182269653,580.862215576172
2167.37828663985,570.751529846191
2173.34530326128,577.923895568848
2179.34555425247,581.241758422852
2185.37848364512,589.709849853516
2191.47843271891,578.192215576172
2197.34519608418,610.232256317139
2203.47838119268,612.143170623779
2209.44539339145,595.854850616455
2215.3453921477,568.80794128418
2221.3445333759,599.552215576172
2227.37801774343,620.107255554199
2233.4452884078,599.552256317139
2239.37796432177,592.379849853516
2251.47871762911,611.986073455811
2257.47896971703,592.64816986084
2263.62876726389,611.874850616455
2269.69492945274,600.736759185791
2275.72841171424,604.623936309814
2281.62841156324,582.884352722168
2287.66133956909,600.088896331787
2293.66103318532,619.1583984375
2299.66183972756,641.814164886475
2305.62830043634,638.686032714844
2311.7282501777,636.853666992188
2317.69527392387,649.745575561523
2323.59526607593,638.954393463135
2329.6619833072,633.156302032471
2335.66167740424,639.981799163818
2341.62869763374,635.636489868164
2347.7291967233,660.235804138184
2353.72833803892,648.718210601807
2359.72858780225,627.358210601807
2365.72773317099,652.762444152832
2371.72798225085,644.372942047119
2377.62853751977,669.541570587158
2383.72848115762,664.201570587158
2389.97853481372,651.577982025146
2395.97878255049,664.738210601807
2401.97792654435,680.869433441162
2407.91171050072,694.756032714844
2413.91196176608,679.953209838867
2419.87842363914,652.114622039795
2425.84544031223,660.471449890137
2431.94538986286,718.059621276855
2437.84538464149,685.450307006836
2443.9121057113,699.559392700195
2449.97882105509,683.238439178467
2455.84447669188,656.72816986084
2461.97821237644,677.283291320801
2467.87820672592,699.101301269531
2473.91113806168,667.440884857178
2479.84548105001,688.611072692871
2485.91108460029,705.468706970215
2491.94456743002,703.682215576172
2503.84538360834,664.849392700195
2510.35907621781,692.086114196777
2516.3449168841,686.667484130859
2522.34461089373,700.586798400879
2528.37865290642,709.859849853516
2540.3780447046,688.76816986084
2546.44531596502,711.881986999512
2552.34531023502,726.606261291504
2558.41202636162,702.118251342773
2564.34470372597,695.861986999512
2570.34495281776,700.554124145508
2576.34520457586,729.086571350098
2582.34545383453,697.236342773438
2588.34514920314,711.234205627441
2594.37863419851,670.614850616455
2600.44534789721,682.590576324463
2606.37913307746,698.23107421875
2612.47852840424,701.738708496094
2618.34529207945,670.614850616455
2624.37877493699,686.935804138184
2630.4787246267,703.603666992188
2636.97858001391,680.869433441162
2642.84534334739,694.566342773437
2648.94529428879,673.206302032471
2660.87877426545,701.692752685547
2666.84468523661,723.209849853516
2672.91195297639,685.182068481445
2678.90887943904,708.943666992187
2684.84487601916,732.594124145508
2690.84512582223,740.604124145508
2696.91184646289,736.448708496094
2702.84507385095,737.175119934082
2708.91179339091,735.722297058105
2714.97795236111,731.566718444824
2720.9122891585,757.383209838867
2726.94522034725,759.863438415527
2732.84577001333,729.734434204101
2738.94461293221,732.705346984863
2744.91218344371,765.471758422852
2750.84541433255,747.161382751465
2756.87834442854,757.114889831543
2763.47845292091,741.173438415527
2769.41168220043,770.654661254883
2775.44461031755,768.063209838867
2781.44541635911,779.849164123535
2787.44510953824,795.411072692871
2793.37889420986,780.497108459473
2799.41182602247,721.757026977539
2805.34505346219,757.841382751465
2811.34475106398,776.184432678223
2817.66127002637,769.928249816895
2823.41218666633,788.127484130859
2829.37812739213,787.590844116211
2835.37840316693,805.364661254883
2841.34545345704,770.464971313477
2847.41163865725,784.920844116211
2853.37861517668,790.719017028809
2859.3449811101,781.223438415527
2865.37849183083,781.144889831543
2871.41145478487,831.305575561523
2877.37849425077,842.633438415527
2883.34554002682,795.790615539551
2889.97833893299,805.364661254883
2895.91215177774,800.325655517578
2901.84523738225,792.361611328125
2907.91140767336,796.327255554199
2913.84521809022,797.433291320801
2919.91196445227,802.125346984863
2925.97870239019,790.372066955566
2931.84494937261,785.994124145508
2937.94491844972,819.59816986084
2943.8785674413,826.692068481445
2949.87770813704,814.591838378906
2955.94500438372,846.363518371582
2961.91149746577,828.39992980957
2973.8450346152,839.45947265625
2979.97824161847,856.932295532227
2985.94514008363,857.501609802246
2991.97805166642,822.948706970215
3003.84512207905,831.986112670898
3009.94454964399,840.990844116211
3016.47819706202,876.302832641602
3022.44469117721,865.701381225586
3028.37843242486,877.834204101562
3034.41126757065,873.443061218262
3040.44422351917,889.273289794922
3046.37748482227,832.221839904785
3052.3777591308,843.170159912109
3058.37859325409,869.254889831543
3064.41154758533,886.917565612793
3070.4782377998,856.932295532227
3076.34544682503,849.570239868164
3082.41163398822,894.155198364258
3088.47782078981,902.734512634277
3094.37785046895,884.090386962891
3100.4783827583,927.994971313477
3112.47832560142,930.04970123291
3124.44218982061,909.763062744141
3130.41144732634,888.514204101562
3136.34526087046,944.204661254883
3161.09507633448,891.230078430176
3173.09501618544,908.68970123291
3179.1949919939,934.5521484375
3191.1285263141,875.131611328125
3197.09501335621,895.261152648926
3203.12784845432,898.356569824219
3215.16156903108,921.961152648926
3221.2277580897,861.578558349609
3233.12806080977,901.942752685547
3245.1949682792,933.066569824219
3257.16110592286,905.561609802246
3263.97003208399,923.413975524902
3269.87836724917,888.291839904785
3293.87764682372,891.105655517578
3299.84522687991,929.40191986084
3311.84522204399,892.47992980957
3335.94476205905,945.2321484375
3341.94501393239,911.438249816895
3347.94473537207,901.406112670898
3371.87828756173,922.196798400879
3377.84513756037,942.751838378906
3383.87863893509,925.815655517578
3390.69421345393,889.050925598145
3396.62857925892,931.960615539551
3402.62996130784,992.676878356934
3414.69531964064,923.68237701416
3420.72770527999,941.456194152832
3426.72836666902,943.02015838623
3432.69485973914,935.500924072266
3438.69457562765,1004.92092407227
3444.72863960663,955.643746948242
3450.6281111598,943.668021240234
3456.66162163019,962.547874145508
3468.72845513026,982.04283416748
3486.62847924232,945.389164123535
3510.7285451293,952.783975524902
3559.345376122,963.195655517578
3565.44534262419,996.341609802246
3571.4112783591,1026.16970123291
3583.34425930977,988.600011291504
3601.44516386588,931.044514160156
3607.37786131303,946.148249816894
3613.37868949572,973.797106933594
3619.34518142541,1005.11069549561
3625.34545205037,974.713371276855
3631.4781008323,970.400695495605
3637.4783148845,993.972604064941
3650.19435516198,960.257335510254
3674.23034875393,1010.98733551025
3680.22840905587,998.553518371582
3722.1947113355,1015.75802124023
